county_fips,county_name,state_name,state_code,population
54107.0,Wood County,WV,WV,68413
42039.0,Crawford County,PA,PA,82638
36015.0,Chemung County,NY,NY,82736
13127.0,Glynn County,GA,GA,98866
30013.0,Cascade County,MT,MT,49087
42063.0,Indiana County,PA,PA,71430
26111.0,Midland County,MI,MI,54504
28081.0,Lee County,MS,MS,37114
18067.0,Howard County,IN,IN,40975
51165.0,Rockingham County,VA,VA,41023
22097.0,Saint Landry Parish,LA,LA,51447
12087.0,Monroe County,FL,FL,53959
13013.0,Barrow County,GA,GA,96203
1121.0,Talladega County,AL,AL,59703
40119.0,Payne County,OK,OK,39337
48213.0,Henderson County,TX,TX,76427
18005.0,Bartholomew County,IN,IN,91529
21029.0,Bullitt County,KY,KY,61921
48099.0,Coryell County,TX,TX,63307
20103.0,Leavenworth County,KS,KS,57355
53041.0,Lewis County,WA,WA,34835
55071.0,Manitowoc County,WI,WI,50159
29031.0,Cape Girardeau County,MO,MO,77605
37027.0,Caldwell County,NC,NC,68088
42033.0,Clearfield County,PA,PA,85284
40145.0,Wagoner County,OK,OK,87043
6115.0,Yuba County,CA,CA,65547
18085.0,Kosciusko County,IN,IN,57532
36019.0,Clinton County,NY,NY,64349
13031.0,Bulloch County,GA,GA,75445
41059.0,Umatilla County,OR,OR,35713
56025.0,Natrona County,WY,WY,86178
18043.0,Floyd County,IN,IN,79407
51019.0,Bedford County,VA,VA,80990
47141.0,Putnam County,TN,TN,95545
26037.0,Clinton County,MI,MI,88141
51680.0,Lynchburg City,VA,VA,53793
37195.0,Wilson County,NC,NC,86570
18059.0,Hancock County,IN,IN,67892
53007.0,Chelan County,WA,WA,31015
36105.0,Sullivan County,NY,NY,91813
45073.0,Oconee County,SC,SC,57712
51095.0,James City County,VA,VA,38415
28035.0,Forrest County,MS,MS,92292
29051.0,Cole County,MO,MO,53833
36009.0,Cattaraugus County,NY,NY,34158
39141.0,Ross County,OH,OH,92680
51015.0,Augusta County,VA,VA,50309
5145.0,White County,AR,AR,36970
53009.0,Clallam County,WA,WA,76540
47001.0,Anderson County,TN,TN,50384
36011.0,Cayuga County,NY,NY,48017
48471.0,Walker County,TX,TX,38702
33005.0,Cheshire County,NH,NH,30384
35061.0,Valencia County,NM,NM,30404
39043.0,Erie County,OH,OH,70943
26159.0,Van Buren County,MI,MI,77926
39063.0,Hancock County,OH,OH,59189
37037.0,Chatham County,NC,NC,42763
17183.0,Vermilion County,IL,IL,48384
54081.0,Raleigh County,WV,WV,90100
53027.0,Grays Harbor County,WA,WA,39860
39145.0,Scioto County,OH,OH,80612
42111.0,Somerset County,PA,PA,53574
55141.0,Wood County,WI,WI,53524
13157.0,Jackson County,GA,GA,99172
5085.0,Lonoke County,AR,AR,40916
28075.0,Lauderdale County,MS,MS,34809
12131.0,Walton County,FL,FL,62201
15007.0,Kauai County,HI,HI,83330
12107.0,Putnam County,FL,FL,43456
38035.0,Grand Forks County,ND,ND,86397
35031.0,McKinley County,NM,NM,68765
35025.0,Lea County,NM,NM,64816
20161.0,Riley County,KS,KS,75106
51061.0,Fauquier County,VA,VA,83932
21047.0,Christian County,KY,KY,47100
8014.0,Broomfield County,CO,CO,87091
40125.0,Pottawatomie County,OK,OK,51949
47147.0,Robertson County,TN,TN,67744
40037.0,Creek County,OK,OK,75543
51199.0,York County,VA,VA,66187
1049.0,De Kalb County,AL,AL,37239
37171.0,Surry County,NC,NC,44489
18109.0,Morgan County,IN,IN,88017
49045.0,Tooele County,UT,UT,91877
25011.0,Franklin County,MA,MA,73125
22045.0,Iberia Parish,LA,LA,79922
55097.0,Portage County,WI,WI,62049
30049.0,Lewis and Clark County,MT,MT,67131
47059.0,Greene County,TN,TN,72944
18011.0,Boone County,IN,IN,54285
38101.0,Ward County,ND,ND,67626
13285.0,Troup County,GA,GA,72808
45047.0,Greenwood County,SC,SC,83871
12023.0,Columbia County,FL,FL,49198
41035.0,Klamath County,OR,OR,49758
24001.0,Allegany County,MD,MD,45254
48203.0,Harrison County,TX,TX,74238
27013.0,Blue Earth County,MN,MN,31252
48409.0,San Patricio County,TX,TX,69764
36053.0,Madison County,NY,NY,67441
26155.0,Shiawassee County,MI,MI,83682
5069.0,Jefferson County,AR,AR,89494
48497.0,Wise County,TX,TX,95215
37031.0,Carteret County,NC,NC,36949
13295.0,Walker County,GA,GA,85393
6033.0,Lake County,CA,CA,36941
37069.0,Franklin County,NC,NC,55934
21185.0,Oldham County,KY,KY,53386
13047.0,Catoosa County,GA,GA,91886
20015.0,Butler County,KS,KS,83413
21145.0,McCracken County,KY,KY,86800
28067.0,Jones County,MS,MS,72318
35035.0,Otero County,NM,NM,82329
23003.0,Aroostook County,ME,ME,73088
17199.0,Williamson County,IL,IL,69811
45059.0,Laurens County,SC,SC,85479
39013.0,Belmont County,OH,OH,49963
29187.0,Saint Francois County,MO,MO,85123
40101.0,Muskogee County,OK,OK,44388
18053.0,Grant County,IN,IN,35569
27131.0,Rice County,MN,MN,99836
13255.0,Spalding County,GA,GA,66586
18177.0,Wayne County,IN,IN,42015
26067.0,Ionia County,MI,MI,75002
4001.0,Apache County,AZ,AZ,36254
26117.0,Montcalm County,MI,MI,47144
26103.0,Marquette County,MI,MI,54214
37193.0,Wilkes County,NC,NC,36090
54033.0,Harrison County,WV,WV,41637
42005.0,Armstrong County,PA,PA,52415
27035.0,Crow Wing County,MN,MN,54071
17001.0,Adams County,IL,IL,88243
55017.0,Chippewa County,WI,WI,71240
26073.0,Isabella County,MI,MI,63434
36113.0,Warren County,NY,NY,99724
48427.0,Starr County,TX,TX,58732
39101.0,Marion County,OH,OH,41314
39081.0,Jefferson County,OH,OH,53954
6103.0,Tehama County,CA,CA,87108
55111.0,Sauk County,WI,WI,66668
1127.0,Walker County,AL,AL,53061
27027.0,Clay County,MN,MN,69749
35005.0,Chaves County,NM,NM,46907
42037.0,Columbia County,PA,PA,48777
45055.0,Kershaw County,SC,SC,81745
53045.0,Mason County,WA,WA,53624
48347.0,Nacogdoches County,TX,TX,53321
42025.0,Carbon County,PA,PA,40488
34033.0,Salem County,NJ,NJ,52574
21199.0,Pulaski County,KY,KY,35240
41011.0,Coos County,OR,OR,73221
37161.0,Rutherford County,NC,NC,40478
13179.0,Liberty County,GA,GA,85645
47063.0,Hamblen County,TN,TN,49262
28073.0,Lamar County,MS,MS,82796
18173.0,Warrick County,IN,IN,34432
33001.0,Belknap County,NH,NH,94291
13103.0,Effingham County,GA,GA,89399
45031.0,Darlington County,SC,SC,80428
6069.0,San Benito County,CA,CA,30302
46083.0,Lincoln County,SD,SD,30055
5115.0,Pope County,AR,AR,38717
45043.0,Georgetown County,SC,SC,58699
39009.0,Athens County,OH,OH,97661
37105.0,Lee County,NC,NC,74247
40047.0,Garfield County,OK,OK,46748
31079.0,Hall County,NE,NE,34621
39083.0,Knox County,OH,OH,45034
36051.0,Livingston County,NY,NY,35126
53071.0,Walla Walla County,WA,WA,35122
37167.0,Stanly County,NC,NC,48030
21125.0,Laurel County,KY,KY,85658
20155.0,Reno County,KS,KS,68638
26015.0,Barry County,MI,MI,97067
39159.0,Union County,OH,OH,64674
37087.0,Haywood County,NC,NC,65854
36021.0,Columbia County,NY,NY,76271
36115.0,Washington County,NY,NY,68518
8045.0,Garfield County,CO,CO,40267
35015.0,Eddy County,NM,NM,31062
47167.0,Tipton County,TN,TN,80448
5033.0,Crawford County,AR,AR,36229
37077.0,Granville County,NC,NC,86793
51143.0,Pittsylvania County,VA,VA,77915
26149.0,Saint Joseph County,MI,MI,34632
36043.0,Herkimer County,NY,NY,33596
50021.0,Rutland County,VT,VT,36168
47035.0,Cumberland County,TN,TN,37561
48221.0,Hood County,TX,TX,56734
42015.0,Bradford County,PA,PA,36371
37141.0,Pender County,NC,NC,56069
39167.0,Washington County,OH,OH,42910
54055.0,Mercer County,WV,WV,53275
27111.0,Otter Tail County,MN,MN,90004
50023.0,Washington County,VT,VT,92981
37163.0,Sampson County,NC,NC,84553
39143.0,Sandusky County,OH,OH,78447
36077.0,Otsego County,NY,NY,64529
39087.0,Lawrence County,OH,OH,47260
21195.0,Pike County,KY,KY,33812
28087.0,Lowndes County,MS,MS,58024
1009.0,Blount County,AL,AL,88656
48467.0,Van Zandt County,TX,TX,57285
2122.0,Kenai Peninsula Borough,AK,AK,31605
1113.0,Russell County,AL,AL,57139
29113.0,Lincoln County,MO,MO,86138
29145.0,Newton County,MO,MO,43918
39077.0,Huron County,OH,OH,57446
39129.0,Pickaway County,OH,OH,43046
36037.0,Genesee County,NY,NY,54818
42103.0,Pike County,PA,PA,34324
1001.0,Autauga County,AL,AL,39111
55021.0,Columbia County,WI,WI,68110
22001.0,Acadia Parish,LA,LA,46389
48001.0,Anderson County,TX,TX,71427
32019.0,Lyon County,NV,NV,58746
32510.0,Carson City,NV,NV,30117
23017.0,Oxford County,ME,ME,43234
22113.0,Vermilion Parish,LA,LA,83441
48323.0,Maverick County,TX,TX,30846
54037.0,Jefferson County,WV,WV,40954
50027.0,Windsor County,VT,VT,76514
54079.0,Putnam County,WV,WV,36469
47031.0,Coffee County,TN,TN,60105
13129.0,Gordon County,GA,GA,72101
49003.0,Box Elder County,UT,UT,94323
47073.0,Hawkins County,TN,TN,88067
27025.0,Chisago County,MN,MN,79376
47019.0,Carter County,TN,TN,75587
21209.0,Scott County,KY,KY,66976
54049.0,Marion County,WV,WV,97584
45021.0,Cherokee County,SC,SC,72533
48199.0,Hardin County,TX,TX,31828
1033.0,Colbert County,AL,AL,31917
28109.0,Pearl River County,MS,MS,50618
17195.0,Whiteside County,IL,IL,62254
29213.0,Taney County,MO,MO,77362
49021.0,Iron County,UT,UT,50128
28071.0,Lafayette County,MS,MS,89383
8037.0,Eagle County,CO,CO,95545
8067.0,La Plata County,CO,CO,39865
51031.0,Campbell County,VA,VA,32219
48473.0,Waller County,TX,TX,69809
23009.0,Hancock County,ME,ME,35287
37107.0,Lenoir County,NC,NC,64387
6109.0,Tuolumne County,CA,CA,38512
39147.0,Seneca County,OH,OH,31342
51067.0,Franklin County,VA,VA,93076
40051.0,Grady County,OK,OK,49216
20169.0,Saline County,KS,KS,56614
47089.0,Jefferson County,TN,TN,66258
47105.0,Loudon County,TN,TN,72078
13039.0,Camden County,GA,GA,42219
37189.0,Watauga County,NC,NC,30235
51191.0,Washington County,VA,VA,72929
47043.0,Dickson County,TN,TN,97444
29101.0,Johnson County,MO,MO,38567
17077.0,Jackson County,IL,IL,95441
17007.0,Boone County,IL,IL,35415
36035.0,Fulton County,NY,NY,66159
29169.0,Pulaski County,MO,MO,73925
32007.0,Elko County,NV,NV,35951
47145.0,Roane County,TN,TN,38007
26157.0,Tuscola County,MI,MI,71832
4007.0,Gila County,AZ,AZ,88596
47107.0,McMinn County,TN,TN,60523
1031.0,Coffee County,AL,AL,45524
21113.0,Jessamine County,KY,KY,49282
39005.0,Ashland County,OH,OH,53930
1071.0,Jackson County,AL,AL,30077
48401.0,Rusk County,TX,TX,50611
48265.0,Kerr County,TX,TX,46984
40147.0,Washington County,OK,OK,44060
41009.0,Columbia County,OR,OR,73303
17063.0,Grundy County,IL,IL,89207
22089.0,Saint Charles Parish,LA,LA,59287
24047.0,Worcester County,MD,MD,69711
22099.0,Saint Martin Parish,LA,LA,41954
55043.0,Grant County,WI,WI,48574
37093.0,Hoke County,NC,NC,39184
55015.0,Calumet County,WI,WI,49096
51660.0,Harrisonburg City,VA,VA,97728
51047.0,Culpeper County,VA,VA,64016
48349.0,Navarro County,TX,TX,41246
19181.0,Warren County,IA,IA,75558
39037.0,Darke County,OH,OH,48381
17141.0,Ogle County,IL,IL,66455
55135.0,Waupaca County,WI,WI,34018
26027.0,Cass County,MI,MI,41302
37047.0,Columbus County,NC,NC,97506
28105.0,Oktibbeha County,MS,MS,71157
21073.0,Franklin County,KY,KY,84917
42127.0,Wayne County,PA,PA,54519
51089.0,Henry County,VA,VA,86819
16065.0,Madison County,ID,ID,35408
42121.0,Venango County,PA,PA,89379
44001.0,Bristol County,RI,RI,55053
48073.0,Cherokee County,TX,TX,39446
18029.0,Dearborn County,IN,IN,30922
48325.0,Medina County,TX,TX,81356
23025.0,Somerset County,ME,ME,40789
47053.0,Gibson County,TN,TN,96656
17095.0,Knox County,IL,IL,74028
32023.0,Nye County,NV,NV,94484
33003.0,Carroll County,NH,NH,62154
48277.0,Lamar County,TX,TX,32336
27169.0,Winona County,MN,MN,97779
41041.0,Lincoln County,OR,OR,49029
31019.0,Buffalo County,NE,NE,89201
37061.0,Duplin County,NC,NC,62265
22101.0,Saint Mary Parish,LA,LA,73872
50011.0,Franklin County,VT,VT,76197
47003.0,Bedford County,TN,TN,85180
24035.0,Queen Annes County,MD,MD,53710
26123.0,Newaygo County,MI,MI,59486
37065.0,Edgecombe County,NC,NC,94435
36057.0,Montgomery County,NY,NY,70631
1045.0,Dale County,AL,AL,50103
17073.0,Henry County,IL,IL,94772
48493.0,Wilson County,TX,TX,44382
48373.0,Polk County,TX,TX,33756
37083.0,Halifax County,NC,NC,50609
13175.0,Laurens County,GA,GA,46478
32005.0,Douglas County,NV,NV,69666
22115.0,Vernon Parish,LA,LA,44153
8043.0,Fremont County,CO,CO,42999
40083.0,Logan County,OK,OK,85318
18065.0,Henry County,IN,IN,30814
35009.0,Curry County,NM,NM,32443
48013.0,Atascosa County,TX,TX,47368
36107.0,Tioga County,NY,NY,45328
40079.0,Le Flore County,OK,OK,86942
48053.0,Burnet County,TX,TX,57306
22061.0,Lincoln Parish,LA,LA,69915
39149.0,Shelby County,OH,OH,67219
5035.0,Crittenden County,AR,AR,94644
53075.0,Whitman County,WA,WA,90279
40019.0,Carter County,OK,OK,83028
12063.0,Jackson County,FL,FL,30126
21019.0,Boyd County,KY,KY,82329
36039.0,Greene County,NY,NY,57632
36033.0,Franklin County,NY,NY,95310
48465.0,Val Verde County,TX,TX,85176
42009.0,Bedford County,PA,PA,74327
17029.0,Coles County,IL,IL,98904
16011.0,Bingham County,ID,ID,33797
21211.0,Shelby County,KY,KY,77882
27049.0,Goodhue County,MN,MN,43718
4023.0,Santa Cruz County,AZ,AZ,64560
36017.0,Chenango County,NY,NY,52116
40021.0,Cherokee County,OK,OK,66244
18113.0,Noble County,IN,IN,31645
36023.0,Cortland County,NY,NY,77523
56005.0,Campbell County,WY,WY,49256
36003.0,Allegany County,NY,NY,83173
51540.0,Charlottesville City,VA,VA,67430
19045.0,Clinton County,IA,IA,69282
55005.0,Barron County,WI,WI,93374
16017.0,Bonner County,ID,ID,98244
21179.0,Nelson County,KY,KY,41694
39011.0,Auglaize County,OH,OH,86264
18099.0,Marshall County,IN,IN,87545
42087.0,Mifflin County,PA,PA,69224
40113.0,Osage County,OK,OK,43224
55081.0,Monroe County,WI,WI,70738
53065.0,Stevens County,WA,WA,55150
47123.0,Monroe County,TN,TN,93731
27007.0,Beltrami County,MN,MN,79688
39091.0,Logan County,OH,OH,38577
18071.0,Jackson County,IN,IN,38070
28045.0,Hancock County,MS,MS,38666
42099.0,Perry County,PA,PA,87761
50025.0,Windham County,VT,VT,66368
40013.0,Bryan County,OK,OK,36783
13071.0,Colquitt County,GA,GA,71914
22117.0,Washington Parish,LA,LA,97526
13137.0,Habersham County,GA,GA,75765
26059.0,Hillsdale County,MI,MI,49956
13275.0,Thomas County,GA,GA,76240
5055.0,Greene County,AR,AR,67148
28151.0,Washington County,MS,MS,34757
21107.0,Hopkins County,KY,KY,49097
21101.0,Henderson County,KY,KY,40395
6009.0,Calaveras County,CA,CA,46241
48055.0,Caldwell County,TX,TX,57696
48071.0,Chambers County,TX,TX,76163
55033.0,Dunn County,WI,WI,49816
17117.0,Macoupin County,IL,IL,79840
28149.0,Warren County,MS,MS,82853
18093.0,Lawrence County,IN,IN,54917
27061.0,Itasca County,MN,MN,51566
1021.0,Chilton County,AL,AL,92823
18145.0,Shelby County,IN,IN,50806
17177.0,Stephenson County,IL,IL,31759
55095.0,Polk County,WI,WI,71949
37013.0,Beaufort County,NC,NC,32482
29161.0,Phelps County,MO,MO,54442
26023.0,Branch County,MI,MI,63719
36025.0,Delaware County,NY,NY,88066
48499.0,Wood County,TX,TX,32079
37169.0,Stokes County,NC,NC,32717
37111.0,McDowell County,NC,NC,89676
42065.0,Jefferson County,PA,PA,57952
42061.0,Huntingdon County,PA,PA,72460
29027.0,Callaway County,MO,MO,48449
21009.0,Barren County,KY,KY,63536
12039.0,Gadsden County,FL,FL,94077
51171.0,Shenandoah County,VA,VA,68258
39075.0,Holmes County,OH,OH,78302
6093.0,Siskiyou County,CA,CA,58865
53037.0,Kittitas County,WA,WA,36645
55031.0,Douglas County,WI,WI,68000
40071.0,Kay County,OK,OK,56737
47099.0,Lawrence County,TN,TN,41485
39097.0,Madison County,OH,OH,68565
13009.0,Baldwin County,GA,GA,55522
48259.0,Kendall County,TX,TX,95155
40121.0,Pittsburg County,OK,OK,85168
22087.0,Saint Bernard Parish,LA,LA,82487
30081.0,Ravalli County,MT,MT,42342
39015.0,Brown County,OH,OH,70806
45025.0,Chesterfield County,SC,SC,78770
12121.0,Suwannee County,FL,FL,82603
27067.0,Kandiyohi County,MN,MN,56399
18037.0,Dubois County,IN,IN,85106
37153.0,Richmond County,NC,NC,60678
13029.0,Bryan County,GA,GA,93230
19033.0,Cerro Gordo County,IA,IA,86373
39071.0,Highland County,OH,OH,61480
19139.0,Muscatine County,IA,IA,98836
33019.0,Sullivan County,NH,NH,69986
42119.0,Union County,PA,PA,54160
18033.0,De Kalb County,IN,IN,94929
29029.0,Camden County,MO,MO,64911
13069.0,Coffee County,GA,GA,61821
40137.0,Stephens County,OK,OK,90535
37099.0,Jackson County,NC,NC,42175
29159.0,Pettis County,MO,MO,84771
5091.0,Miller County,AR,AR,96358
51683.0,Manassas City,VA,VA,47327
39051.0,Fulton County,OH,OH,77057
13233.0,Polk County,GA,GA,36150
37181.0,Vance County,NC,NC,34425
53017.0,Douglas County,WA,WA,46032
54069.0,Ohio County,WV,WV,32198
51590.0,Danville City,VA,VA,90500
37059.0,Davie County,NC,NC,83394
47051.0,Franklin County,TN,TN,50079
56037.0,Sweetwater County,WY,WY,66220
22095.0,Saint John the Baptist Parish,LA,LA,71874
12075.0,Levy County,FL,FL,43859
8085.0,Montrose County,CO,CO,80460
29023.0,Butler County,MO,MO,61419
48143.0,Erath County,TX,TX,38705
51149.0,Prince George County,VA,VA,72880
55093.0,Pierce County,WI,WI,53236
49043.0,Summit County,UT,UT,45358
39107.0,Mercer County,OH,OH,44596
39027.0,Clinton County,OH,OH,63572
53047.0,Okanogan County,WA,WA,31279
39033.0,Crawford County,OH,OH,93197
16069.0,Nez Perce County,ID,ID,92516
26057.0,Gratiot County,MI,MI,37083
55075.0,Marinette County,WI,WI,47771
48481.0,Wharton County,TX,TX,59975
47047.0,Fayette County,TN,TN,75648
5005.0,Baxter County,AR,AR,78285
1123.0,Tallapoosa County,AL,AL,49063
48097.0,Cooke County,TX,TX,97642
40087.0,McClain County,OK,OK,67599
13277.0,Tift County,GA,GA,81920
27009.0,Benton County,MN,MN,58529
42117.0,Tioga County,PA,PA,65954
54019.0,Fayette County,WV,WV,57856
39135.0,Preble County,OH,OH,32573
13219.0,Oconee County,GA,GA,65367
5093.0,Mississippi County,AR,AR,90774
47021.0,Cheatham County,TN,TN,53752
55115.0,Shawano County,WI,WI,85029
26151.0,Sanilac County,MI,MI,47685
47177.0,Warren County,TN,TN,81693
48459.0,Upshur County,TX,TX,85961
41007.0,Clatsop County,OR,OR,86133
40041.0,Delaware County,OK,OK,91268
36121.0,Wyoming County,NY,NY,68243
42083.0,McKean County,PA,PA,87384
51185.0,Tazewell County,VA,VA,61653
27059.0,Isanti County,MN,MN,56657
36073.0,Orleans County,NY,NY,69952
23013.0,Knox County,ME,ME,52180
39123.0,Ottawa County,OH,OH,31622
35039.0,Rio Arriba County,NM,NM,78756
51187.0,Warren County,VA,VA,70809
28113.0,Pike County,MS,MS,46725
37139.0,Pasquotank County,NC,NC,91396
19127.0,Marshall County,IA,IA,81226
6005.0,Amador County,CA,CA,59402
18087.0,Lagrange County,IN,IN,34263
26107.0,Mecosta County,MI,MI,76828
27099.0,Mower County,MN,MN,77924
22009.0,Avoyelles Parish,LA,LA,89052
42109.0,Snyder County,PA,PA,41664
13213.0,Murray County,GA,GA,65737
29091.0,Howell County,MO,MO,59373
12093.0,Okeechobee County,FL,FL,66397
40135.0,Sequoyah County,OK,OK,68709
23027.0,Waldo County,ME,ME,91120
18061.0,Harrison County,IN,IN,49250
16057.0,Latah County,ID,ID,51172
12051.0,Hendry County,FL,FL,41555
56013.0,Fremont County,WY,WY,83276
54099.0,Wayne County,WV,WV,87492
47013.0,Campbell County,TN,TN,83002
40097.0,Mayes County,OK,OK,54762
5139.0,Union County,AR,AR,41046
48249.0,Jim Wells County,TX,TX,58769
1047.0,Dallas County,AL,AL,83302
19057.0,Des Moines County,IA,IA,53150
20037.0,Crawford County,KS,KS,98247
37145.0,Person County,NC,NC,34853
29225.0,Webster County,MO,MO,51792
42115.0,Susquehanna County,PA,PA,89129
42123.0,Warren County,PA,PA,97298
27041.0,Douglas County,MN,MN,61987
55083.0,Oconto County,WI,WI,45850
39021.0,Champaign County,OH,OH,42112
51073.0,Gloucester County,VA,VA,54058
39059.0,Guernsey County,OH,OH,75420
17203.0,Woodford County,IL,IL,68890
45029.0,Colleton County,SC,SC,96017
46013.0,Brown County,SD,SD,77304
38105.0,Williams County,ND,ND,62921
20055.0,Finney County,KS,KS,31524
39039.0,Defiance County,OH,OH,45048
51093.0,Isle of Wight County,VA,VA,65111
29201.0,Scott County,MO,MO,67904
4009.0,Graham County,AZ,AZ,84912
29109.0,Lawrence County,MO,MO,64008
40123.0,Pontotoc County,OK,OK,30060
48049.0,Brown County,TX,TX,85337
17055.0,Franklin County,IL,IL,43350
18107.0,Montgomery County,IN,IN,54354
18017.0,Cass County,IN,IN,75186
22069.0,Natchitoches Parish,LA,LA,58145
45071.0,Newberry County,SC,SC,64020
42035.0,Clinton County,PA,PA,50581
5063.0,Independence County,AR,AR,53051
17121.0,Marion County,IL,IL,81474
19099.0,Jasper County,IA,IA,99626
42031.0,Clarion County,PA,PA,36960
24041.0,Talbot County,MD,MD,65772
36031.0,Essex County,NY,NY,51520
1039.0,Covington County,AL,AL,79481
26061.0,Houghton County,MI,MI,66408
55085.0,Oneida County,WI,WI,87134
5009.0,Boone County,AR,AR,50491
27147.0,Steele County,MN,MN,31341
17081.0,Jefferson County,IL,IL,74623
22119.0,Webster Parish,LA,LA,30338
56001.0,Albany County,WY,WY,42254
50001.0,Addison County,VT,VT,81860
21035.0,Calloway County,KY,KY,41344
31053.0,Dodge County,NE,NE,31750
50003.0,Bennington County,VT,VT,84756
37197.0,Yadkin County,NC,NC,97957
51109.0,Louisa County,VA,VA,88053
19187.0,Webster County,IA,IA,45896
55045.0,Green County,WI,WI,85761
26033.0,Chippewa County,MI,MI,92552
17027.0,Clinton County,IL,IL,57935
40111.0,Okmulgee County,OK,OK,67641
39171.0,Williams County,OH,OH,59711
47045.0,Dyer County,TN,TN,42182
1053.0,Escambia County,AL,AL,86276
18133.0,Putnam County,IN,IN,49541
26041.0,Delta County,MI,MI,74813
21083.0,Graves County,KY,KY,67198
37055.0,Dare County,NC,NC,38820
21049.0,Clark County,KY,KY,54070
48223.0,Hopkins County,TX,TX,99768
27085.0,McLeod County,MN,MN,41122
39031.0,Coshocton County,OH,OH,71786
21235.0,Whitley County,KY,KY,36737
18069.0,Huntington County,IN,IN,66062
37113.0,Macon County,NC,NC,84237
51195.0,Wise County,VA,VA,81571
23023.0,Sagadahoc County,ME,ME,55510
17133.0,Monroe County,IL,IL,49426
20061.0,Geary County,KS,KS,67265
37003.0,Alexander County,NC,NC,47850
22011.0,Beauregard Parish,LA,LA,96150
18083.0,Knox County,IN,IN,82375
48321.0,Matagorda County,TX,TX,65435
42059.0,Greene County,PA,PA,87132
31157.0,Scotts Bluff County,NE,NE,32983
27017.0,Carlton County,MN,MN,50662
21071.0,Floyd County,KY,KY,53510
18103.0,Miami County,IN,IN,70998
13299.0,Ware County,GA,GA,86846
51137.0,Orange County,VA,VA,36640
21089.0,Greenup County,KY,KY,74547
17105.0,Livingston County,IL,IL,84620
29105.0,Laclede County,MO,MO,45317
47029.0,Cocke County,TN,TN,37564
48217.0,Hill County,TX,TX,57345
18001.0,Adams County,IN,IN,82393
19167.0,Sioux County,IA,IA,96081
48477.0,Washington County,TX,TX,59430
31119.0,Madison County,NE,NE,57788
49047.0,Uintah County,UT,UT,78543
48147.0,Fannin County,TX,TX,43919
39127.0,Perry County,OH,OH,99346
19179.0,Wapello County,IA,IA,69974
23015.0,Lincoln County,ME,ME,46371
47103.0,Lincoln County,TN,TN,75084
29219.0,Warren County,MO,MO,59629
30093.0,Silver Bow County,MT,MT,81184
27005.0,Becker County,MN,MN,91916
28003.0,Alcorn County,MS,MS,92187
28085.0,Lincoln County,MS,MS,42984
31111.0,Lincoln County,NE,NE,63039
39117.0,Morrow County,OH,OH,88606
1017.0,Chambers County,AL,AL,40616
20035.0,Cowley County,KS,KS,80072
55019.0,Clark County,WI,WI,54574
29009.0,Barry County,MO,MO,33430
48227.0,Howard County,TX,TX,42676
17049.0,Effingham County,IL,IL,40816
28095.0,Monroe County,MS,MS,62733
20057.0,Ford County,KS,KS,32050
39137.0,Putnam County,OH,OH,63933
18151.0,Steuben County,IN,IN,54951
17103.0,Lee County,IL,IL,62413
37165.0,Scotland County,NC,NC,64801
35055.0,Taos County,NM,NM,85619
13145.0,Harris County,GA,GA,62913
46011.0,Brookings County,SD,SD,70600
27103.0,Nicollet County,MN,MN,87775
54077.0,Preston County,WV,WV,65400
51083.0,Halifax County,VA,VA,34494
31141.0,Platte County,NE,NE,73001
18183.0,Whitley County,IN,IN,97364
17021.0,Christian County,IL,IL,75028
28093.0,Marshall County,MS,MS,67573
49051.0,Wasatch County,UT,UT,30806
12027.0,De Soto County,FL,FL,86638
17057.0,Fulton County,IL,IL,59757
20079.0,Harvey County,KS,KS,64636
20121.0,Miami County,KS,KS,78280
26047.0,Emmet County,MI,MI,54262
47117.0,Marshall County,TN,TN,92211
36099.0,Seneca County,NY,NY,84842
51155.0,Pulaski County,VA,VA,86979
27097.0,Morrison County,MN,MN,68197
19111.0,Lee County,IA,IA,71844
40081.0,Lincoln County,OK,OK,94754
26165.0,Wexford County,MI,MI,64157
51023.0,Botetourt County,VA,VA,70042
51001.0,Accomack County,VA,VA,91665
19125.0,Marion County,IA,IA,57376
48241.0,Jasper County,TX,TX,85554
17011.0,Bureau County,IL,IL,44199
54025.0,Greenbrier County,WV,WV,80948
28107.0,Panola County,MS,MS,96262
18027.0,Daviess County,IN,IN,76600
24011.0,Caroline County,MD,MD,92483
51730.0,Petersburg City,VA,VA,48297
17137.0,Morgan County,IL,IL,60448
13187.0,Lumpkin County,GA,GA,56172
1109.0,Pike County,AL,AL,72874
12129.0,Wakulla County,FL,FL,37657
5059.0,Hot Spring County,AR,AR,55425
1079.0,Lawrence County,AL,AL,56685
18051.0,Gibson County,IN,IN,54578
18023.0,Clinton County,IN,IN,58831
18073.0,Jasper County,IN,IN,37906
18077.0,Jefferson County,IN,IN,91413
37175.0,Transylvania County,NC,NC,84028
6035.0,Lassen County,CA,CA,37287
47183.0,Weakley County,TN,TN,63660
38059.0,Morton County,ND,ND,90504
48189.0,Hale County,TX,TX,89720
13227.0,Pickens County,GA,GA,64701
54045.0,Logan County,WV,WV,47674
29107.0,Lafayette County,MO,MO,53874
47143.0,Rhea County,TN,TN,73642
38089.0,Stark County,ND,ND,95160
53031.0,Jefferson County,WA,WA,47602
13177.0,Lee County,GA,GA,55931
22039.0,Evangeline Parish,LA,LA,59192
39079.0,Jackson County,OH,OH,76542
