county_fips,county_name,state_name,state_code,median_home_value_all,median_home_value_4br,median_home_value_5br,dem_pct,rep_pct,lean_score,gun_law_grade,gun_death_rate,population,exotic_animal_rating,allows_primates,allows_big_cats,allows_reptiles,marijuana_status,recreational_legal,medical_legal,permissiveness_score,median_home_value_all_formatted,median_home_value_4br_formatted,median_home_value_5br_formatted,political_lean,gun_law_strength
18085.0,Kosciusko County,IN,IN,273020.2992992205,365326.0905062569,520281.6912609074,23.4,76.6,-53.2,F,16.7,57532,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$273,020","$365,326","$520,282",Strong Republican,Minimal
36019.0,Clinton County,NY,NY,217722.56284850783,265949.15998745104,277534.3219103739,48.9,51.1,-2.2,A-,5.4,64349,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$217,723","$265,949","$277,534",Swing,Strong
13031.0,Bulloch County,GA,GA,284148.490847155,355562.6522252828,475697.8893644591,35.4,64.6,-29.2,F,19.1,75445,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$284,148","$355,563","$475,698",Strong Republican,Minimal
41059.0,Umatilla County,OR,OR,306521.42018960067,389193.1585510494,437543.290353545,30.6,69.4,-38.8,B,13.0,35713,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$306,521","$389,193","$437,543",Strong Republican,Moderate
56025.0,Natrona County,WY,WY,307943.73009238293,366530.10809299006,474039.23538290913,25.3,74.7,-49.4,F,26.1,86178,Moderate,Limited,No,Yes,Fully Illegal,No,No,0,"$307,944","$366,530","$474,039",Strong Republican,Minimal
18043.0,Floyd County,IN,IN,278576.319591165,392050.0359188055,511042.10215813137,42.1,57.9,-15.8,F,16.7,79407,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$278,576","$392,050","$511,042",Lean Republican,Minimal
51019.0,Bedford County,VA,VA,337216.3726122177,491458.00514790666,663328.934703743,24.6,75.4,-50.8,B+,13.6,80990,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$337,216","$491,458","$663,329",Strong Republican,Moderate
47141.0,Putnam County,TN,TN,306799.5334544899,451236.3356206023,,26.0,74.0,-48.0,F,20.6,95545,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$306,800","$451,236",N/A,Strong Republican,Minimal
26037.0,Clinton County,MI,MI,298231.5055166295,380609.23211754486,446760.07807236136,45.6,54.4,-8.8,B+,14.6,88141,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$298,232","$380,609","$446,760",Lean Republican,Moderate
51680.0,Lynchburg City,VA,VA,244138.0789338872,320047.92301945016,444005.6948234647,46.0,54.0,-8.0,B+,13.6,53793,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$244,138","$320,048","$444,006",Lean Republican,Moderate
37195.0,Wilson County,NC,NC,216571.03698060315,338111.8012948909,408017.1283772956,50.2,49.8,0.4,D,16.2,86570,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$216,571","$338,112","$408,017",Swing,Very Weak
18059.0,Hancock County,IN,IN,322885.71058808785,372056.3974199705,431315.4138824802,32.8,67.2,-34.4,F,16.7,67892,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$322,886","$372,056","$431,315",Strong Republican,Minimal
53007.0,Chelan County,WA,WA,565351.7573570205,715571.7916760118,849037.5263179196,45.1,54.9,-9.8,A-,10.9,31015,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$565,352","$715,572","$849,038",Lean Republican,Strong
36105.0,Sullivan County,NY,NY,310164.1984582644,380100.004684356,436704.91689838096,41.6,58.4,-16.8,A-,5.4,91813,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$310,164","$380,100","$436,705",Lean Republican,Strong
45073.0,Oconee County,SC,SC,278554.0851514728,571956.7447107221,1053175.1821539523,23.9,76.1,-52.2,F,21.5,57712,Moderate,Yes,No,Yes,Fully Illegal,No,No,0,"$278,554","$571,957","$1,053,175",Strong Republican,Minimal
51095.0,James City County,VA,VA,485452.2792750316,567071.0367864267,716618.3494483894,53.1,46.9,6.2,B+,13.6,38415,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$485,452","$567,071","$716,618",Lean Democrat,Moderate
28035.0,Forrest County,MS,MS,180917.46108641103,298989.2651462829,,40.9,59.1,-18.2,F,29.4,92292,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$180,917","$298,989",N/A,Lean Republican,Minimal
29051.0,Cole County,MO,MO,268616.73868426954,341390.2458672888,446395.8427968092,32.5,67.5,-35.0,F,23.9,53833,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$268,617","$341,390","$446,396",Strong Republican,Minimal
36009.0,Cattaraugus County,NY,NY,156739.96893594414,190340.575297552,250804.70481997472,33.6,66.4,-32.8,A-,5.4,34158,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$156,740","$190,341","$250,805",Strong Republican,Strong
39141.0,Ross County,OH,OH,194343.88681167449,305261.3607730416,370423.79374550446,30.2,69.8,-39.6,F,14.8,92680,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$194,344","$305,261","$370,424",Strong Republican,Minimal
51015.0,Augusta County,VA,VA,349219.7124887241,438952.970588159,543367.6416347999,26.0,74.0,-48.0,B+,13.6,50309,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$349,220","$438,953","$543,368",Strong Republican,Moderate
5145.0,White County,AR,AR,199069.4259643117,290194.15910939174,408392.1658026965,18.7,81.3,-62.6,F,23.3,36970,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$199,069","$290,194","$408,392",Strong Republican,Minimal
53009.0,Clallam County,WA,WA,495197.9447513583,552659.4075434246,619429.4679850168,54.0,46.0,8.0,A-,10.9,76540,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$495,198","$552,659","$619,429",Lean Democrat,Strong
47001.0,Anderson County,TN,TN,302181.85115439136,420858.22319331765,546355.7148205984,31.9,68.1,-36.2,F,20.6,50384,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$302,182","$420,858","$546,356",Strong Republican,Minimal
36011.0,Cayuga County,NY,NY,223667.01451842207,259741.58049644143,290865.61078243866,43.5,56.5,-13.0,A-,5.4,48017,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$223,667","$259,742","$290,866",Lean Republican,Strong
48471.0,Walker County,TX,TX,268599.95701265254,317426.1682639531,479785.30786132975,29.4,70.6,-41.2,F,15.6,38702,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$268,600","$317,426","$479,785",Strong Republican,Minimal
33005.0,Cheshire County,NH,NH,376177.1879595016,462726.9088486533,591898.1667422898,55.0,45.0,10.0,F,9.3,30384,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$376,177","$462,727","$591,898",Lean Democrat,Minimal
35061.0,Valencia County,NM,NM,305554.3139089479,369199.68656877056,416310.847311428,41.7,58.3,-16.6,C+,22.7,30404,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$305,554","$369,200","$416,311",Lean Republican,Weak
39043.0,Erie County,OH,OH,222614.22133539783,314992.1316384969,382371.2899839488,42.9,57.1,-14.2,F,14.8,70943,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$222,614","$314,992","$382,371",Lean Republican,Minimal
26159.0,Van Buren County,MI,MI,256139.87671814507,346066.88944944134,477515.0557334356,42.3,57.7,-15.4,B+,14.6,77926,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$256,140","$346,067","$477,515",Lean Republican,Moderate
39063.0,Hancock County,OH,OH,229957.14366026063,313833.5710914918,371965.6430818502,30.6,69.4,-38.8,F,14.8,59189,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$229,957","$313,834","$371,966",Strong Republican,Minimal
37037.0,Chatham County,NC,NC,548003.5274135816,771928.1773884073,946765.0313607376,56.3,43.7,12.6,D,16.2,42763,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$548,004","$771,928","$946,765",Lean Democrat,Very Weak
17183.0,Vermilion County,IL,IL,91055.38044476876,150028.63114868407,,31.9,68.1,-36.2,A-,14.1,48384,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$91,055","$150,029",N/A,Strong Republican,Strong
54081.0,Raleigh County,WV,WV,149998.68338947592,250622.14225332745,330672.5850491325,22.4,77.6,-55.2,F,17.8,90100,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$149,999","$250,622","$330,673",Strong Republican,Minimal
53027.0,Grays Harbor County,WA,WA,323616.11071038555,408989.3424705363,438367.3430038968,46.9,53.1,-6.2,A-,10.9,39860,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$323,616","$408,989","$438,367",Lean Republican,Strong
39145.0,Scioto County,OH,OH,132547.7727492566,214282.15443029135,277356.30203211826,25.9,74.1,-48.2,F,14.8,80612,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$132,548","$214,282","$277,356",Strong Republican,Minimal
42111.0,Somerset County,PA,PA,160486.57028726317,198250.4046656577,241533.7437841041,21.2,78.8,-57.6,C,14.4,53574,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$160,487","$198,250","$241,534",Strong Republican,Weak
55141.0,Wood County,WI,WI,217246.5635664781,273830.4177561161,,39.9,60.1,-20.2,C,11.9,53524,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$217,247","$273,830",N/A,Strong Republican,Weak
13157.0,Jackson County,GA,GA,401438.6573991628,421305.857655259,505870.05719269294,22.3,77.7,-55.4,F,19.1,99172,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$401,439","$421,306","$505,870",Strong Republican,Minimal
5085.0,Lonoke County,AR,AR,222519.02599176645,295474.9796924333,445911.4954200428,22.6,77.4,-54.8,F,23.3,40916,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$222,519","$295,475","$445,911",Strong Republican,Minimal
28075.0,Lauderdale County,MS,MS,120826.75211785524,227566.3159221141,316785.336280708,39.3,60.7,-21.4,F,29.4,34809,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$120,827","$227,566","$316,785",Strong Republican,Minimal
12131.0,Walton County,FL,FL,652323.2163052037,1026694.4523589376,2312019.67668617,20.9,79.1,-58.2,C-,14.4,62201,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$652,323","$1,026,694","$2,312,020",Strong Republican,Weak
15007.0,Kauai County,HI,HI,1041074.8713613176,1282351.5566726194,1562172.073069973,60.0,40.0,20.0,A,4.8,83330,Very Restrictive,No,No,Very Limited,Medical Only,No,Yes,3,"$1,041,075","$1,282,352","$1,562,172",Lean Democrat,Strong
12107.0,Putnam County,FL,FL,211194.0481112727,331306.11133092776,435858.9389055015,25.9,74.1,-48.2,C-,14.4,43456,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$211,194","$331,306","$435,859",Strong Republican,Weak
38035.0,Grand Forks County,ND,ND,282039.2640923858,326061.6618033093,442661.0187106039,40.8,59.2,-18.4,F,13.0,86397,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$282,039","$326,062","$442,661",Lean Republican,Minimal
35031.0,McKinley County,NM,NM,215885.7716898748,308634.37659076607,,62.7,37.3,25.4,C+,22.7,68765,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$215,886","$308,634",N/A,Strong Democrat,Weak
35025.0,Lea County,NM,NM,178190.08758296285,320246.6109807261,397215.65698876575,18.8,81.2,-62.4,C+,22.7,64816,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$178,190","$320,247","$397,216",Strong Republican,Weak
20161.0,Riley County,KS,KS,260979.55854462352,306323.0330184444,392421.5524690451,13.9,86.1,-72.2,F,16.8,75106,Restrictive,No,No,Yes,Fully Illegal,No,No,0,"$260,980","$306,323","$392,422",Strong Republican,Minimal
51061.0,Fauquier County,VA,VA,639075.671178671,735540.3297118725,899718.9687554567,39.0,61.0,-22.0,B+,13.6,83932,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$639,076","$735,540","$899,719",Strong Republican,Moderate
21047.0,Christian County,KY,KY,203421.2131922803,295449.19152980804,386611.8376381315,33.0,67.0,-34.0,F,19.4,47100,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$203,421","$295,449","$386,612",Strong Republican,Minimal
8014.0,Broomfield County,CO,CO,636533.1761046416,706809.4560342765,916664.7584531512,64.7,35.3,29.4,B,15.4,87091,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$636,533","$706,809","$916,665",Strong Democrat,Moderate
40125.0,Pottawatomie County,OK,OK,184715.30354480084,285105.6652075642,338072.769735853,25.8,74.2,-48.4,F,20.7,51949,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$184,715","$285,106","$338,073",Strong Republican,Minimal
47147.0,Robertson County,TN,TN,368135.4400260618,451279.4513721815,520006.83402274153,24.3,75.7,-51.4,F,20.6,67744,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$368,135","$451,279","$520,007",Strong Republican,Minimal
40037.0,Creek County,OK,OK,209486.762639044,356781.82909657015,398838.14941842784,21.6,78.4,-56.8,F,20.7,75543,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$209,487","$356,782","$398,838",Strong Republican,Minimal
51199.0,York County,VA,VA,460586.0870500142,535897.7263498264,671290.7855490517,46.9,53.1,-6.2,B+,13.6,66187,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$460,586","$535,898","$671,291",Lean Republican,Moderate
1049.0,De Kalb County,AL,AL,200212.6396402444,305560.2782912858,438769.9602092889,12.8,87.2,-74.4,F,23.6,37239,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$200,213","$305,560","$438,770",Strong Republican,Minimal
37171.0,Surry County,NC,NC,223237.4845684016,345465.615054741,435146.0901415532,23.2,76.8,-53.6,D,16.2,44489,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$223,237","$345,466","$435,146",Strong Republican,Very Weak
18109.0,Morgan County,IN,IN,293995.9240848723,365684.6281650598,441015.47455002536,22.4,77.6,-55.2,F,16.7,88017,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$293,996","$365,685","$441,015",Strong Republican,Minimal
49045.0,Tooele County,UT,UT,481438.4701945056,465768.3406811236,539875.1843494773,28.9,71.1,-42.2,F,13.6,91877,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$481,438","$465,768","$539,875",Strong Republican,Minimal
25011.0,Franklin County,MA,MA,361365.683027606,423544.39698274416,464950.8937672531,69.5,30.5,39.0,A+,3.7,73125,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$361,366","$423,544","$464,951",Strong Democrat,Strong
22045.0,Iberia Parish,LA,LA,135054.24166362188,,,32.1,67.9,-35.8,F,28.2,79922,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$135,054",N/A,N/A,Strong Republican,Minimal
55097.0,Portage County,WI,WI,300366.1038519782,329137.3808052553,346414.09268636646,50.6,49.4,1.2,C,11.9,62049,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$300,366","$329,137","$346,414",Swing,Weak
30049.0,Lewis and Clark County,MT,MT,459779.2587938428,512894.3091452795,613012.257233623,47.0,53.0,-6.0,F,23.1,67131,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$459,779","$512,894","$613,012",Lean Republican,Minimal
47059.0,Greene County,TN,TN,241072.58432435445,356460.208420737,463269.2579358655,16.7,83.3,-66.6,F,20.6,72944,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$241,073","$356,460","$463,269",Strong Republican,Minimal
18011.0,Boone County,IN,IN,413948.95014355815,526229.8135999822,804896.4491614584,41.8,58.2,-16.4,F,16.7,54285,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$413,949","$526,230","$804,896",Lean Republican,Minimal
38101.0,Ward County,ND,ND,281503.5445273685,331440.4145629088,426430.5126434231,25.9,74.1,-48.2,F,13.0,67626,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$281,504","$331,440","$426,431",Strong Republican,Minimal
13285.0,Troup County,GA,GA,228074.03667863083,340259.804515532,441278.8076936337,37.7,62.3,-24.6,F,19.1,72808,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$228,074","$340,260","$441,279",Strong Republican,Minimal
45047.0,Greenwood County,SC,SC,167477.8427986081,329978.4650070413,444198.75041620765,35.3,64.7,-29.4,F,21.5,83871,Moderate,Yes,No,Yes,Fully Illegal,No,No,0,"$167,478","$329,978","$444,199",Strong Republican,Minimal
12023.0,Columbia County,FL,FL,267367.3160217228,373510.8122818566,475494.45510108414,24.7,75.3,-50.6,C-,14.4,49198,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$267,367","$373,511","$475,494",Strong Republican,Weak
41035.0,Klamath County,OR,OR,308795.2759826177,411808.3387032452,470792.60487806966,28.5,71.5,-43.0,B,13.0,49758,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$308,795","$411,808","$470,793",Strong Republican,Moderate
24001.0,Allegany County,MD,MD,148447.81286299156,211809.406083896,242818.88577200205,29.4,70.6,-41.2,A-,13.5,45254,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$148,448","$211,809","$242,819",Strong Republican,Strong
48203.0,Harrison County,TX,TX,204105.64359566747,374924.9677470966,,24.1,75.9,-51.8,F,15.6,74238,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$204,106","$374,925",N/A,Strong Republican,Minimal
27013.0,Blue Earth County,MN,MN,297586.22143794195,340049.5603744807,412837.1072226956,49.4,50.6,-1.2,B,10.6,31252,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$297,586","$340,050","$412,837",Swing,Moderate
48409.0,San Patricio County,TX,TX,197410.34226705076,312938.880581256,,31.6,68.4,-36.8,F,15.6,69764,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$197,410","$312,939",N/A,Strong Republican,Minimal
36053.0,Madison County,NY,NY,247679.18197259583,319816.678145297,355222.3718501102,43.5,56.5,-13.0,A-,5.4,67441,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$247,679","$319,817","$355,222",Lean Republican,Strong
26155.0,Shiawassee County,MI,MI,204028.55819762684,255356.69864548775,303930.7540386363,38.3,61.7,-23.4,B+,14.6,83682,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$204,029","$255,357","$303,931",Strong Republican,Moderate
5069.0,Jefferson County,AR,AR,84194.00185331474,206983.65602035608,275697.5356299416,60.2,39.8,20.4,F,23.3,89494,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$84,194","$206,984","$275,698",Strong Democrat,Minimal
48497.0,Wise County,TX,TX,371678.90421947214,449762.85707386304,493959.0155026869,14.5,85.5,-71.0,F,15.6,95215,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$371,679","$449,763","$493,959",Strong Republican,Minimal
37031.0,Carteret County,NC,NC,469426.0465492744,710727.817857869,1301298.939583663,28.3,71.7,-43.4,D,16.2,36949,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$469,426","$710,728","$1,301,299",Strong Republican,Very Weak
13295.0,Walker County,GA,GA,234360.4515221524,349168.33631436183,472691.8252000663,20.2,79.8,-59.6,F,19.1,85393,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$234,360","$349,168","$472,692",Strong Republican,Minimal
6033.0,Lake County,CA,CA,305191.2254258794,432389.9045757016,515266.4078575243,49.3,50.7,-1.4,A,9.0,36941,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$305,191","$432,390","$515,266",Swing,Strong
37069.0,Franklin County,NC,NC,357394.9069158109,445065.24782648106,473148.3525212784,43.1,56.9,-13.8,D,16.2,55934,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$357,395","$445,065","$473,148",Lean Republican,Very Weak
21185.0,Oldham County,KY,KY,443340.7560597333,526800.4194201558,757615.4383412666,38.5,61.5,-23.0,F,19.4,53386,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$443,341","$526,800","$757,615",Strong Republican,Minimal
13047.0,Catoosa County,GA,GA,290297.09242334013,382346.7751438736,511376.1541836794,22.1,77.9,-55.8,F,19.1,91886,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$290,297","$382,347","$511,376",Strong Republican,Minimal
20015.0,Butler County,KS,KS,243520.25668368465,302733.7861576265,390825.93105454696,29.0,71.0,-42.0,F,16.8,83413,Restrictive,No,No,Yes,Fully Illegal,No,No,0,"$243,520","$302,734","$390,826",Strong Republican,Minimal
21145.0,McCracken County,KY,KY,191303.59402066664,337749.4129411247,455965.61528882856,32.3,67.7,-35.4,F,19.4,86800,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$191,304","$337,749","$455,966",Strong Republican,Minimal
28067.0,Jones County,MS,MS,146595.5699695401,275808.1761272345,,26.4,73.6,-47.2,F,29.4,72318,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$146,596","$275,808",N/A,Strong Republican,Minimal
35035.0,Otero County,NM,NM,226416.74590923465,340193.7506544262,392207.792383822,36.2,63.8,-27.6,C+,22.7,82329,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$226,417","$340,194","$392,208",Strong Republican,Weak
23003.0,Aroostook County,ME,ME,158489.56597981526,188048.49679965345,210067.8256268056,36.7,63.3,-26.6,C+,11.0,73088,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$158,490","$188,048","$210,068",Strong Republican,Weak
17199.0,Williamson County,IL,IL,150066.83142918686,273066.7282749742,,30.4,69.6,-39.2,A-,14.1,69811,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$150,067","$273,067",N/A,Strong Republican,Strong
45059.0,Laurens County,SC,SC,193404.28242246504,319727.78528829693,342425.29409111774,29.3,70.7,-41.4,F,21.5,85479,Moderate,Yes,No,Yes,Fully Illegal,No,No,0,"$193,404","$319,728","$342,425",Strong Republican,Minimal
39013.0,Belmont County,OH,OH,128418.98939434804,213720.65998612824,261338.86419349269,26.2,73.8,-47.6,F,14.8,49963,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$128,419","$213,721","$261,339",Strong Republican,Minimal
29187.0,Saint Francois County,MO,MO,184255.26196018103,293008.2850738493,381005.7485190478,24.0,76.0,-52.0,F,23.9,85123,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$184,255","$293,008","$381,006",Strong Republican,Minimal
40101.0,Muskogee County,OK,OK,150197.69052633143,248198.752046979,319031.39086802275,30.9,69.1,-38.2,F,20.7,44388,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$150,198","$248,199","$319,031",Strong Republican,Minimal
18053.0,Grant County,IN,IN,144765.16530710293,228395.0661849729,268775.61949799553,28.7,71.3,-42.6,F,16.7,35569,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$144,765","$228,395","$268,776",Strong Republican,Minimal
27131.0,Rice County,MN,MN,345842.0795778884,411463.9194464972,462086.3261310628,48.7,51.3,-2.6,B,10.6,99836,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$345,842","$411,464","$462,086",Swing,Moderate
13255.0,Spalding County,GA,GA,231637.17190506603,315806.6060818942,396125.9859380774,41.6,58.4,-16.8,F,19.1,66586,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$231,637","$315,807","$396,126",Lean Republican,Minimal
18177.0,Wayne County,IN,IN,164178.4477390228,233995.6574010112,300654.7084970118,33.5,66.5,-33.0,F,16.7,42015,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$164,178","$233,996","$300,655",Strong Republican,Minimal
26067.0,Ionia County,MI,MI,244956.8570575485,297596.59557252936,328865.6788994281,33.8,66.2,-32.4,B+,14.6,75002,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$244,957","$297,597","$328,866",Strong Republican,Moderate
4001.0,Apache County,AZ,AZ,316308.0353962558,419407.5231852143,,59.6,40.4,19.2,F,18.0,36254,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$316,308","$419,408",N/A,Lean Democrat,Minimal
26117.0,Montcalm County,MI,MI,220073.16468721145,290453.74086458096,327853.3273651056,30.2,69.8,-39.6,B+,14.6,47144,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$220,073","$290,454","$327,853",Strong Republican,Moderate
26103.0,Marquette County,MI,MI,237825.1164923481,325964.0814015421,331761.9606559481,54.4,45.6,8.8,B+,14.6,54214,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$237,825","$325,964","$331,762",Lean Democrat,Moderate
37193.0,Wilkes County,NC,NC,214621.1913403388,324561.3326085668,362765.4106411152,20.0,80.0,-60.0,D,16.2,36090,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$214,621","$324,561","$362,765",Strong Republican,Very Weak
54033.0,Harrison County,WV,WV,143849.94490020175,267349.3995729397,342955.3601331669,29.1,70.9,-41.8,F,17.8,41637,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$143,850","$267,349","$342,955",Strong Republican,Minimal
42005.0,Armstrong County,PA,PA,151576.35403540338,197310.55511066597,203950.73749556052,23.2,76.8,-53.6,C,14.4,52415,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$151,576","$197,311","$203,951",Strong Republican,Weak
27035.0,Crow Wing County,MN,MN,357167.265942225,422969.9624303673,550992.8281532342,34.1,65.9,-31.8,B,10.6,54071,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$357,167","$422,970","$550,993",Strong Republican,Moderate
17001.0,Adams County,IL,IL,172693.4387773025,252563.2610646868,389361.4484856609,25.9,74.1,-48.2,A-,14.1,88243,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$172,693","$252,563","$389,361",Strong Republican,Strong
55017.0,Chippewa County,WI,WI,312968.2888914417,370540.6363722098,436938.2247770416,38.4,61.6,-23.2,C,11.9,71240,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$312,968","$370,541","$436,938",Strong Republican,Weak
26073.0,Isabella County,MI,MI,208191.84981057455,262753.03971860785,282682.4696400776,46.2,53.8,-7.6,B+,14.6,63434,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$208,192","$262,753","$282,682",Lean Republican,Moderate
36113.0,Warren County,NY,NY,357819.97257405147,465707.3472601121,619546.9013637453,47.9,52.1,-4.2,A-,5.4,99724,Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$357,820","$465,707","$619,547",Swing,Strong
48427.0,Starr County,TX,TX,129047.68318003148,240399.25693155063,,42.3,57.7,-15.4,F,15.6,58732,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$129,048","$240,399",N/A,Lean Republican,Minimal
39101.0,Marion County,OH,OH,172079.3231618599,255012.77680839383,310533.182201887,29.1,70.9,-41.8,F,14.8,41314,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$172,079","$255,013","$310,533",Strong Republican,Minimal
39081.0,Jefferson County,OH,OH,123052.14226622332,175682.4579054812,218362.77381752396,27.8,72.2,-44.4,F,14.8,53954,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$123,052","$175,682","$218,363",Strong Republican,Minimal
6103.0,Tehama County,CA,CA,310375.3847707912,409885.0596929829,469175.1288332436,100.0,0.0,100.0,A,9.0,87108,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$310,375","$409,885","$469,175",Strong Democrat,Strong
